,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,default
734,158,9,0.488047004,4700,3,75932,855.0,1140.0,153.23,156.75,13,0.629,0.624,302282,0.5778,0.5778,0.3362,0.5778,0.6964,0.6783,3951192960.0,78,54,876096.0,124.27,97.76,119.62,95.97,78.0,0.8211,0,0,0,25,0,0,0.6789,0.60002,0.537064,25.0,0.29162,-0.949613,0.8082,0.72676,0.686024,25.0,0.712,0.6416,0.617152,25.0,0
735,166,9,0.183634645,4700,3,81644,1994.0,98.0,162.98,165.36,13,0.8443,0.8443,229564,0.8047,0.8047,0.63,0.8374,0.945,0.8803,8906467680.0,103,96,1686831.0,155.46,125.75,169.67,131.2,103.0,0.981,0,0,0,19,0,0,0.67235,0.77423,0.147584,19.0,0.292211,1.161641,0.8225,0.9105,0.789725,4.0,0.70215,0.81987,0.1555,19.0,1
736,157,9,0.168073018,4700,3,79770,1807.0,36.0,151.49,155.91,13,0.6875,0.6875,735637,0.6984,0.6875,0.4157,0.7521,0.7857,0.7652,4974745600.0,88,72,1130624.0,130.16,106.39,123.16,103.58,88.0,0.88,0,0,0,6,0,0,0.53375,0.67875,0.306683,6.0,0.283512,0.708926,0.65285,0.77713,0.511733,6.0,0.54375,0.67875,0.381533,6.0,0
737,161,9,0.525254448,4700,3,76730,1420.0,170.0,157.79,160.47,13,0.672,0.672,886032,0.6316,0.227,0.0515,0.227,0.7,0.7,3874590720.0,84,90,1100736.0,118.83,99.39,117.56,98.87,84.0,0.9032,0,0,0,7,0,0,0.3635,0.2643,0.4681,6.0,0.29043,-0.671583,0.64,0.7,0.613133,6.0,0.596,0.6648,0.553067,6.0,0
738,153,9,0.75858549,4700,3,82320,823.0,239.0,148.39,151.92,13,0.7734,0.7734,221426,0.7857,0.7734,0.5117,0.7984,0.8684,0.8609,6123664800.0,99,86,1391742.0,143.32,118.45,163.08,126.11,99.0,0.9706,0,0,0,7,0,0,0.5967,0.76606,0.342729,7.0,0.29647,0.707484,0.6942,0.86156,0.534729,7.0,0.6067,0.76606,0.350829,7.0,0
739,148,9,0.368175903,4700,3,75545,533.0,430.0,146.6,147.63,13,0.4841,0.4841,143615,0.4841,0.4841,0.2169,0.488,0.5214,0.5169,1945041120.0,61,17,535824.0,84.19,71.31,93.55,75.05,61.0,0.6289,0,0,0,9,0,0,0.35205,0.44569,0.405056,9.0,0.232157,-0.960719,0.3907,0.47926,0.4589,9.0,0.36205,0.44569,0.418067,9.0,0
740,129,9,0.232504884,1300,4,2494,5269.0,3569.0,127.75,128.95,16,0.7479,0.7236,12201460,0.7236,0.7236,0.5294,0.7417,0.7876,0.7876,1135229799.0,89,53,1021809.0,89.0,89.0,100.43,94.37,89.0,0.8558,0,0,0,2,0,0,0.6918,0.72124,0.687,2.0,0.03647,0.66252,0.7538,0.77884,0.75745,2.0,0.6918,0.72124,0.687,2.0,0
741,124,4,0.342559427,2200,4,13699,6552.0,2053.0,124.98,124.42,5,0.872,0.872,7453236,0.872,0.872,0.7785,0.879,0.9397,0.9397,3295195350.0,109,100,1532649.0,109.0,109.0,134.35,120.63,109.0,1.0,0,0,0,16,0,0,0.856,0.8748,0.820625,16.0,0.057279,-1.200974,0.92985,0.94573,0.903719,16.0,0.866,0.8748,0.8411,16.0,0
742,124,4,0.158151678,2200,4,2277,5459.0,1928.0,125.43,124.08,5,0.8729,0.8374,61743331,0.8443,0.7923,0.6329,0.8443,0.8879,0.824,3472962240.0,103,116,1315516.0,103.0,103.0,116.23,109.22,103.0,0.9717,0,0,0,11,0,0,0.77615,0.78307,0.808518,11.0,0.086645,0.60225,0.84395,0.86911,0.859309,11.0,0.8087,0.82366,0.825073,11.0,0
743,127,4,0.876047805,2200,4,2277,4545.0,2555.0,127.76,127.2,5,0.9469,0.9469,59562751,0.9145,0.877,0.7752,0.9068,0.9304,0.9068,2924303580.0,107,115,1476921.0,107.0,107.0,107.0,107.0,107.0,0.9907,0,0,0,13,0,0,0.8685,0.8793,0.733085,13.0,0.315488,-1.226284,0.9152,0.92736,0.851223,13.0,0.91345,0.94221,0.749608,13.0,0
744,124,4,0.278916454,2200,4,13689,6698.0,3145.0,125.1,124.23,5,0.8898,0.8678,23753506,0.8824,0.8678,0.7266,0.8678,0.913,0.8898,3160316250.0,105,109,1389150.0,105.0,105.0,146.95,123.58,105.0,0.9813,0,0,0,10,0,0,0.8539,0.86102,0.72965,10.0,0.25332,-1.320667,0.9065,0.9117,0.79726,10.0,0.8539,0.86102,0.74742,10.0,0
745,122,4,0.350674291,2200,4,10845,6611.0,8597.0,126.36,123.07,5,0.8583,0.8374,3836618,0.8374,0.8306,0.6848,0.8512,0.8803,0.8583,2483354720.0,103,98,1410997.0,103.0,103.0,116.23,109.22,103.0,0.9537,0,0,0,20,0,0,0.8053,0.82754,0.807255,20.0,0.047533,-1.087058,0.87015,0.88227,0.859945,20.0,0.8187,0.83366,0.81813,20.0,0
746,124,6,0.523735513,1100,4,79124,5460.0,1531.0,125.61,124.47,7,0.7797,0.7797,10942684,0.7797,0.7797,0.5796,0.7797,0.7797,0.7797,1441249920.0,92,62,1091856.0,92.0,92.0,92.0,92.0,92.0,0.8364,0,0,0,76,0,0,0.80985,0.79173,0.837921,76.0,0.053016,-0.931515,0.83985,0.79173,0.873076,76.0,0.81985,0.79173,0.844983,76.0,0
747,130,6,0.596320101,1100,4,10845,7818.0,2067.0,127.26,129.41,7,0.8908,0.8908,10274387,0.8618,0.8618,0.7218,0.8618,0.8908,0.8908,1532590400.0,106,101,1393264.0,106.0,106.0,106.0,106.0,106.0,0.955,0,0,0,39,0,0,0.8109,0.84562,0.802551,39.0,0.149396,-1.588964,0.8554,0.87172,0.842233,39.0,0.8354,0.87172,0.815395,39.0,0
748,116,6,0.674119166,1100,4,83607,6867.0,1249.0,119.54,116.56,7,0.7797,0.7797,2185801,0.7797,0.7797,0.5436,0.7797,0.7797,0.7797,1351870080.0,92,53,1024144.0,92.0,92.0,92.0,92.0,92.0,0.8364,0,0,0,30,0,0,0.77985,0.77173,0.806663,30.0,0.16275,-1.585683,0.80985,0.78173,0.83412,30.0,0.77985,0.77173,0.811627,30.0,0
749,115,6,0.134660481,1100,4,14234,578.0,857.0,117.06,115.22,7,0.8992,0.8699,460706,0.8699,0.8699,0.694,0.9304,0.9469,0.9224,1473486300.0,107,94,1339533.0,107.0,107.0,107.0,107.0,107.0,1.0,0,0,0,21,0,0,0.85495,0.86291,0.808486,21.0,0.065526,0.446928,0.92345,0.94221,0.873043,21.0,0.86495,0.87291,0.823086,21.0,0
750,122,6,0.410393994,1100,4,3793,3683.0,508.0,123.63,122.22,7,0.6471,0.626,6731633,0.626,0.626,0.3809,0.6696,0.6696,0.6417,808715600.0,77,32,735196.0,77.0,77.0,77.0,77.0,77.0,0.7064,0,0,0,21,0,0,0.703,0.6434,0.800667,21.0,0.07247,-0.970554,0.7448,0.68264,0.832929,21.0,0.713,0.6434,0.811476,21.0,0
751,118,6,0.615620115,1100,4,76933,782.0,984.0,121.5,118.79,7,0.8833,0.8618,2514200,0.8618,0.8618,0.7335,0.8908,0.955,0.8908,1572882696.0,106,88,1415736.0,106.0,106.0,119.62,112.4,106.0,0.9464,0,0,0,22,0,0,0.8009,0.85562,0.574645,22.0,0.361727,-0.956542,0.8675,0.9395,0.722161,18.0,0.8109,0.85562,0.577077,22.0,0
752,117,6,0.352560773,1100,4,13203,1048.0,2296.0,120.95,118.01,7,0.8067,0.7805,2701459,0.7805,0.7805,0.6112,0.8348,0.8496,0.8276,1297612800.0,96,78,1179648.0,96.0,96.0,96.0,96.0,96.0,0.8972,0,0,0,16,0,0,0.76025,0.77245,0.793644,16.0,0.058349,-0.867302,0.8148,0.83464,0.832663,16.0,0.76025,0.77245,0.802938,16.0,1
753,128,8,0.083866537,2400,4,13689,6699.0,1601.0,128.38,128.02,7,0.776,0.776,6527833,0.776,0.776,0.6117,0.7823,0.8435,0.8291,2623078656.0,97,81,1204352.0,97.0,97.0,128.18,111.03,97.0,0.9898,0,0,0,4,0,0,0.758,0.7784,0.72725,4.0,0.065058,-0.963423,0.82175,0.83915,0.7918,4.0,0.758,0.7784,0.736075,4.0,0
754,122,8,0.343653517,2400,4,8141,1160.0,8598.0,123.25,122.13,7,0.8348,0.8276,473997,0.8136,0.8136,0.603,0.8136,0.8807,0.8421,2706960384.0,96,66,1133568.0,96.0,96.0,126.85,109.89,96.0,0.9796,0,0,0,3,0,0,0.7468,0.80224,0.7282,3.0,0.061573,1.005748,0.82035,0.86263,0.7999,3.0,0.7538,0.81484,0.732867,3.0,0
755,130,8,0.630303622,2400,4,12421,3684.0,509.0,128.75,129.85,7,0.8235,0.784,3554404,0.784,0.784,0.6293,0.784,0.8909,0.8522,2782605336.0,98,79,1238916.0,98.0,98.0,120.79,108.46,98.0,1.0,0,0,0,4,0,0,0.762,0.7756,0.75445,4.0,0.033243,-1.147218,0.85545,0.88181,0.8355,4.0,0.792,0.7856,0.79125,4.0,0
756,120,8,0.892222171,2400,4,84020,5119.0,1429.0,123.71,120.86,7,0.641,0.641,23350392,0.6098,0.6048,0.3832,0.6579,0.6818,0.6696,1117462500.0,75,22,725625.0,75.0,75.0,92.44,83.0,75.0,0.75,0,0,0,7,0,0,0.6924,0.62432,0.732871,7.0,0.054506,-1.146274,0.7709,0.70362,0.815371,7.0,0.7405,0.6669,0.768943,7.0,0
757,128,8,0.89991853,2400,4,8563,7819.0,2113.0,127.75,128.14,7,0.768,0.768,1972665,0.768,0.768,0.6085,0.7742,0.8348,0.8205,2609418240.0,96,80,1198080.0,96.0,96.0,126.85,109.89,96.0,0.9796,0,0,0,3,0,0,0.764,0.7712,0.761367,3.0,0.00738,4.139699,0.8374,0.83132,0.837767,3.0,0.774,0.7712,0.776667,3.0,0
758,124,8,0.263009697,2400,4,14234,3452.0,3029.0,126.5,124.5,7,0.7227,0.688,2386490,0.688,0.688,0.4846,0.688,0.7818,0.7478,2142872664.0,86,48,954084.0,86.0,86.0,106.0,95.18,86.0,0.8776,0,0,0,4,0,0,0.704,0.6892,0.7244,4.0,0.033828,1.122056,0.7909,0.78362,0.807075,4.0,0.724,0.6892,0.757475,4.0,1
759,118,8,0.608681815,2400,4,3793,6612.0,9504.0,123.5,119.1,7,0.7563,0.72,17174648,0.72,0.72,0.5307,0.7627,0.8333,0.7826,2306094300.0,90,59,1044900.0,90.0,90.0,118.93,103.02,90.0,0.9278,0,0,0,3,0,0,0.71,0.718,0.699667,3.0,0.02708,-0.919624,0.79665,0.81997,0.7822,3.0,0.72,0.718,0.7158,3.0,0
760,126,9,0.648171077,2000,4,11255,999.0,2972.0,125.0,125.64,14,0.807,0.7541,15007163,0.748,0.7419,0.5453,0.807,0.8364,0.8214,1590216320.0,92,58,1032608.0,92.0,92.0,121.57,105.31,92.0,0.9485,0,0,0,2,0,0,0.72095,0.73771,0.7258,2.0,0.01628,1.977468,0.8182,0.83276,0.8182,2.0,0.73705,0.74869,0.7377,2.0,0
761,126,9,0.242389176,2000,4,79202,6613.0,9505.0,125.5,125.82,14,0.7258,0.7258,1965043,0.7317,0.7258,0.5304,0.75,0.8257,0.8036,1546776000.0,90,58,1004400.0,90.0,90.0,101.56,95.43,90.0,0.9278,0,0,0,4,0,0,0.7129,0.72322,0.704475,4.0,0.03225,-0.817142,0.80285,0.82313,0.782525,4.0,0.7129,0.72322,0.704475,4.0,0
762,126,9,0.053387896,2000,4,13317,3234.0,3510.0,125.5,125.82,14,0.7419,0.7419,10836040,0.748,0.7419,0.5094,0.7931,0.8,0.8,1847183360.0,92,64,1049536.0,92.0,92.0,113.4,101.82,92.0,0.9583,0,0,0,2,0,0,0.71095,0.73771,0.70965,2.0,0.032365,-0.680973,0.77,0.79,0.7684,2.0,0.71095,0.73771,0.7124,2.0,0
763,126,9,0.079974936,2000,4,78252,3724.0,2731.0,124.25,125.77,14,0.7154,0.7154,1875645,0.7154,0.7097,0.4661,0.7395,0.7857,0.7521,1690050560.0,88,77,960256.0,88.0,88.0,99.3,93.31,88.0,0.9263,0,0,0,2,0,0,0.72485,0.70873,0.7218,2.0,0.01245,1.759873,0.79285,0.78713,0.7955,2.0,0.7277,0.71386,0.7276,2.0,0
764,126,9,0.977619171,2000,4,76973,5461.0,8599.0,125.19,125.8,14,0.704,0.704,4966741,0.704,0.704,0.4877,0.7395,0.7788,0.7395,2112563200.0,88,42,960256.0,88.0,88.0,88.0,88.0,88.0,0.8148,0,0,0,5,0,0,0.742,0.7136,0.73758,5.0,0.045338,0.683538,0.8094,0.79092,0.80138,5.0,0.742,0.7136,0.75794,5.0,0
765,126,9,0.307997903,2000,4,12622,6700.0,2462.0,125.5,125.82,14,0.8448,0.8235,1276792,0.7967,0.7903,0.578,0.8448,0.875,0.8673,2095976960.0,98,67,1190896.0,98.0,98.0,120.79,108.46,98.0,0.9899,0,0,0,2,0,0,0.77515,0.79127,0.77015,2.0,0.020495,-1.275959,0.8475,0.8675,0.8454,2.0,0.79175,0.82115,0.7929,2.0,0
766,126,9,0.595476315,2000,4,78328,5513.0,3512.0,126.0,126.0,14,0.6935,0.6935,61790860,0.6992,0.6935,0.4921,0.6992,0.7414,0.7414,1436983632.0,86,75,931896.0,86.0,86.0,113.64,98.44,86.0,0.9773,0,0,0,2,0,0,0.74675,0.70415,0.7419,2.0,0.04832,0.207444,0.8007,0.75726,0.8005,2.0,0.74675,0.70415,0.7484,2.0,0
767,126,9,0.474085181,2000,4,2494,5270.0,3570.0,122.75,125.55,14,0.7167,0.6992,12157846,0.6992,0.6935,0.4379,0.7167,0.7679,0.7611,1648524024.0,86,56,902312.0,86.0,86.0,113.64,98.44,86.0,0.9451,0,0,0,2,0,0,0.65675,0.68415,0.65875,2.0,0.034605,0.728114,0.73395,0.76111,0.7385,2.0,0.6596,0.68928,0.6616,2.0,0
768,122,8,0.018501078,1500,4,7399,6553.0,999.0,125.13,122.76,9,0.8333,0.813,5018324,0.813,0.8065,0.631,0.8547,0.8696,0.8696,2288000000.0,100,88,1300000.0,100.0,100.0,123.26,110.67,100.0,0.9804,0,0,0,55,0,0,0.82325,0.80585,0.813669,55.0,0.069719,-1.30745,0.8848,0.87264,0.886778,55.0,0.8365,0.8217,0.841431,55.0,1
769,122,8,0.413372147,1500,4,2456,783.0,5773.0,123.38,121.74,9,0.6417,0.626,2522108,0.626,0.621,0.3396,0.6364,0.6696,0.6696,1231334720.0,77,9,699622.0,77.0,77.0,94.91,85.22,77.0,0.7064,0,0,0,24,0,0,0.7205,0.6389,0.750492,24.0,0.178908,-1.453558,0.7748,0.69264,0.806008,24.0,0.733,0.6434,0.762533,24.0,0
770,124,8,0.115809073,1500,4,13026,5271.0,651.0,122.96,123.81,9,0.8644,0.8644,5215,0.8644,0.8644,0.6738,0.8718,0.9273,0.8947,1675460160.0,102,79,1269288.0,102.0,102.0,102.0,102.0,102.0,0.9903,0,0,0,16,0,0,0.8222,0.85796,0.778581,16.0,0.044356,0.39907,0.89365,0.92457,0.844569,16.0,0.8322,0.85796,0.780913,16.0,0
771,125,8,0.388557749,1500,4,14234,3453.0,1250.0,127.03,125.41,9,0.7583,0.7398,2477818,0.7398,0.7339,0.5185,0.7583,0.8125,0.8053,1885459485.0,91,62,1068249.0,91.0,91.0,112.17,100.71,91.0,0.901,0,0,0,36,0,0,0.76695,0.74051,0.771997,36.0,0.054957,-0.419606,0.85625,0.82125,0.849047,36.0,0.7799,0.74582,0.785033,36.0,0
772,117,8,0.942326568,1500,4,78920,1049.0,12.0,116.37,116.03,9,0.8051,0.8051,228268,0.8051,0.8051,0.503,0.812,0.8333,0.819,1250865000.0,95,65,947625.0,95.0,95.0,95.0,95.0,95.0,0.8879,0,0,0,18,0,0,0.81255,0.80459,0.765922,18.0,0.089671,-1.42437,0.87665,0.84997,0.849367,18.0,0.83255,0.81459,0.7951,18.0,0
773,129,8,0.51750944,1500,4,14213,5514.0,1602.0,126.96,128.42,9,0.913,0.9052,6656712,0.8468,0.8468,0.7411,0.8898,0.9292,0.9211,2123613450.0,105,80,1356075.0,105.0,105.0,129.42,116.2,105.0,0.9722,0,0,0,16,0,0,0.8034,0.83212,0.800813,16.0,0.063634,-0.983551,0.8746,0.90628,0.848244,16.0,0.8426,0.88468,0.808269,16.0,0
774,130,8,0.107691707,1500,4,13008,3540.0,262.0,123.53,128.11,9,0.7712,0.7712,2537746,0.7712,0.7712,0.4835,0.7778,0.7982,0.7845,1202401200.0,91,55,910910.0,91.0,91.0,91.0,91.0,91.0,0.8505,0,0,0,13,0,0,0.8056,0.77408,0.794038,13.0,0.062902,0.360374,0.8491,0.80838,0.877592,13.0,0.8056,0.77408,0.804662,13.0,0
775,122,8,0.719433549,1500,4,78224,5462.0,5774.0,126.05,123.04,9,0.8475,0.8065,11989694,0.813,0.8065,0.7023,0.8547,0.9091,0.8929,2048200000.0,100,65,1330000.0,100.0,100.0,132.14,114.47,100.0,0.9804,0,0,0,16,0,0,0.77325,0.80585,0.771463,16.0,0.044812,-0.813525,0.87455,0.90819,0.854913,16.0,0.78325,0.80585,0.791169,16.0,0
776,125,8,0.532044,1500,4,78252,6614.0,2297.0,125.22,124.92,9,0.7339,0.7339,11285617,0.7398,0.7339,0.5423,0.7583,0.8198,0.7982,1581339760.0,91,65,1026844.0,91.0,91.0,91.0,91.0,91.0,0.9192,0,0,0,7,0,0,0.76695,0.74051,0.777,7.0,0.052369,-0.855844,0.8499,0.82782,0.846329,7.0,0.78695,0.75051,0.788629,7.0,0
777,126,9,0.707161956,1100,4,75464,91.0,1532.0,128.7,125.89,8,0.8559,0.8559,261433,0.8559,0.8559,0.666,0.8632,0.9528,0.886,1656234360.0,101,71,1254723.0,101.0,101.0,124.49,111.78,101.0,1.0,0,0,0,91,0,0,0.79795,0.84031,0.780523,91.0,0.175234,-1.467997,0.8764,0.93752,0.831402,87.0,0.79795,0.84031,0.790895,91.0,0
778,124,9,0.995437169,1100,4,9128,72.0,6319.0,124.14,123.92,8,0.7203,0.7203,6588542,0.7203,0.7203,0.4717,0.7265,0.7727,0.7456,1120619175.0,85,44,888675.0,85.0,85.0,95.92,90.13,85.0,0.8854,0,0,0,71,0,0,0.73015,0.72827,0.795563,71.0,0.112751,-1.694126,0.78635,0.77543,0.849634,71.0,0.73015,0.72827,0.80332,71.0,0
779,119,9,0.340670185,1100,4,10845,129.0,6320.0,119.72,119.03,8,0.7395,0.7154,2830337,0.7154,0.7154,0.4774,0.7333,0.7788,0.7788,1025669568.0,88,41,921536.0,88.0,88.0,88.0,88.0,88.0,0.8713,0,0,0,44,0,0,0.7077,0.71386,0.769925,44.0,0.09785,-1.216704,0.7594,0.77092,0.820486,44.0,0.7177,0.71386,0.77843,44.0,0
780,128,9,0.437263182,1100,4,113,393.0,1755.0,125.24,127.4,8,0.6723,0.6504,12228636,0.6504,0.6504,0.4045,0.6667,0.708,0.708,869030400.0,80,27,780800.0,80.0,80.0,80.0,80.0,80.0,0.7921,0,0,0,43,0,0,0.7352,0.66536,0.8012,43.0,0.041534,-0.958744,0.794,0.7272,0.859656,43.0,0.7352,0.66536,0.814884,43.0,0
781,112,9,0.665396332,1100,4,2494,47.0,6322.0,116.19,112.55,8,0.8729,0.8729,3878,0.8729,0.8729,0.6589,0.8803,0.945,0.9035,1638453960.0,103,56,1241253.0,103.0,103.0,126.96,113.99,103.0,0.9717,0,0,0,26,0,0,0.79645,0.86561,0.750012,26.0,0.16521,-1.528497,0.8725,0.9305,0.794038,26.0,0.80645,0.86561,0.759773,26.0,0
782,119,9,0.063626257,1100,4,9836,336.0,985.0,121.03,119.47,8,0.8136,0.8136,5442296,0.8136,0.8136,0.6066,0.8136,0.8727,0.8421,1441050624.0,96,61,1142784.0,96.0,96.0,108.33,101.79,96.0,0.9897,0,0,0,32,0,0,0.7568,0.80224,0.76935,32.0,0.066195,-1.186961,0.81635,0.85543,0.830494,31.0,0.7668,0.80224,0.775847,32.0,0
783,125,9,0.626956044,1100,4,85793,287.0,742.0,124.83,124.75,8,0.8716,0.8482,1556940,0.8482,0.8482,0.6454,0.8482,0.8716,0.8716,1276116950.0,95,65,1101050.0,95.0,95.0,107.2,100.73,95.0,0.9596,0,0,0,23,0,0,0.8041,0.84338,0.782,23.0,0.050925,0.86926,0.8458,0.86444,0.839383,23.0,0.8241,0.84338,0.79987,23.0,0
784,131,9,0.357051332,1100,4,13026,473.0,987.0,131.46,131.15,8,0.6356,0.6356,2528617,0.6356,0.6356,0.3971,0.6356,0.6818,0.6579,943385625.0,75,18,748125.0,75.0,75.0,84.63,79.53,75.0,0.7732,0,0,0,11,0,0,0.7278,0.65204,0.780618,11.0,0.080277,-1.106324,0.7709,0.69362,0.842636,11.0,0.7278,0.65204,0.797509,11.0,1
785,135,8,0.671404464,3100,4,12780,1639.0,3604.0,132.18,134.31,9,0.8785,0.8785,1869285,0.8785,0.8785,0.7718,0.8785,0.8785,0.8785,5405087232.0,94,65,1131008.0,94.0,94.0,131.55,110.64,94.0,0.8624,0,0,0,13,0,0,0.84925,0.88065,0.722254,13.0,0.224866,-1.345602,0.89925,0.88065,0.867462,13.0,0.84925,0.88065,0.734146,13.0,0
786,128,8,0.123051754,3100,4,82621,502.0,652.0,126.09,127.47,9,0.8475,0.813,9448055,0.8197,0.7692,0.5917,0.7692,0.8475,0.8475,3142650000.0,100,76,1230000.0,100.0,100.0,139.95,117.7,100.0,0.9524,0,0,0,27,0,0,0.7346,0.75228,0.761593,27.0,0.078616,-0.492173,0.81375,0.83275,0.852456,27.0,0.7665,0.7917,0.775881,27.0,0
787,127,8,0.908747574,3100,4,3659,2972.0,555.0,129.25,127.84,9,0.8125,0.7845,1563070,0.7778,0.7778,0.6155,0.7778,0.8125,0.7982,3964280320.0,91,70,1126216.0,91.0,91.0,127.35,107.11,91.0,0.9681,0,0,0,9,0,0,0.6989,0.77002,0.690978,9.0,0.249833,-1.313073,0.75625,0.82125,0.760956,9.0,0.71225,0.78605,0.711378,9.0,0
788,132,8,0.389961341,3100,4,85131,7209.0,15.0,131.0,131.9,9,0.9238,0.8584,287410,0.8509,0.8291,0.6888,0.8362,0.8899,0.8899,4089866484.0,97,77,1241988.0,97.0,97.0,97.0,97.0,97.0,0.9898,0,0,0,3,0,0,0.78455,0.81619,0.772933,3.0,0.042517,-0.719879,0.85495,0.88091,0.848033,3.0,0.8192,0.85256,0.8122,3.0,0
789,124,8,0.657476721,3100,4,77826,4577.0,2050.0,124.46,123.92,9,0.8609,0.8609,6560224,0.8609,0.825,0.6201,0.825,0.8919,0.8761,3731093685.0,99,70,1205523.0,99.0,99.0,138.55,116.52,99.0,0.9802,0,0,0,13,0,0,0.8225,0.8225,0.784892,13.0,0.039,-0.690954,0.88595,0.89271,0.8669,13.0,0.85045,0.86481,0.810008,13.0,0
790,124,8,0.384592187,3100,4,78,825.0,2006.0,125.75,124.69,9,0.9043,0.9043,588638,0.9043,0.8667,0.7344,0.8889,0.9811,0.9455,4397352960.0,104,78,1427712.0,104.0,104.0,145.55,122.41,104.0,1.0,0,0,0,9,0,0,0.82335,0.85003,0.804433,9.0,0.07054,-0.330632,0.92055,0.96299,0.885167,9.0,0.85215,0.88387,0.827289,9.0,0
791,130,8,0.205326391,3100,4,79884,1387.0,7351.0,127.49,129.17,9,0.9554,0.9224,6181520,0.9145,0.9145,0.7571,0.9145,0.9469,0.9469,4876358080.0,107,75,1385329.0,107.0,107.0,149.75,125.94,107.0,0.964,0,0,0,17,0,0,0.86725,0.90305,0.811253,17.0,0.059095,0.685389,0.91345,0.94221,0.881282,17.0,0.8812,0.91016,0.818435,17.0,0
792,131,8,0.136644137,3100,4,83442,6042.0,1091.0,123.59,129.0,9,0.8966,0.8966,68565,0.8966,0.8966,0.6752,0.8966,0.9541,0.9369,3219490560.0,104,77,1189760.0,104.0,104.0,152.84,125.34,104.0,0.9905,0,0,0,9,0,0,0.8683,0.89694,0.801367,9.0,0.055481,0.709154,0.93705,0.95869,0.871122,9.0,0.8783,0.89694,0.827367,9.0,0
793,131,8,0.186722988,3100,4,1078,3947.0,2994.0,128.38,130.34,9,0.8208,0.8131,7429949,0.7436,0.7436,0.5407,0.8131,0.8286,0.8131,3014641872.0,87,80,938556.0,87.0,87.0,114.96,99.59,87.0,0.9886,0,0,0,7,0,0,0.8018,0.75924,0.800857,7.0,0.046283,1.065507,0.8743,0.83574,0.889357,7.0,0.84655,0.82179,0.835243,7.0,1
794,127,8,0.501133523,1600,4,84020,1388.0,7353.0,127.75,127.2,12,0.8496,0.7869,936491,0.7805,0.7742,0.6278,0.8421,0.8571,0.8571,1830850560.0,96,75,1188864.0,96.0,96.0,126.85,109.89,96.0,0.9697,0,0,0,4,0,0,0.7671,0.77678,0.7674,4.0,0.004743,6.150167,0.83855,0.85139,0.830525,4.0,0.78345,0.78821,0.773675,4.0,0
795,122,8,0.947936069,1600,4,82449,3759.0,1493.0,123.74,122.47,12,0.75,0.75,3023093,0.7561,0.75,0.5801,0.7561,0.8378,0.8304,1691571420.0,93,71,1098423.0,93.0,93.0,93.0,93.0,93.0,0.9894,0,0,0,10,0,0,0.375,0.675,0.075,10.0,0.225,1.386761,,,0.8378,1.0,0.375,0.675,0.075,10.0,0
796,130,8,0.090066362,1600,4,76957,4012.0,3053.0,126.94,129.83,12,0.7295,0.7295,2060988,0.7236,0.7177,0.5438,0.7417,0.8018,0.7807,1585784200.0,89,60,1029730.0,89.0,89.0,109.7,98.5,89.0,0.89,0,0,0,8,0,0,0.74885,0.72593,0.763125,8.0,0.074684,-0.852208,0.8309,0.81162,0.827075,8.0,0.75475,0.73655,0.766088,8.0,0
797,128,8,0.06898834,1600,4,81149,2544.0,2551.0,128.38,128.1,12,0.822,0.7823,1417800,0.7886,0.7823,0.641,0.8083,0.8899,0.8661,1869191940.0,97,73,1213761.0,97.0,97.0,119.56,107.35,97.0,1.0,0,0,0,3,0,0,0.73115,0.77407,0.7085,3.0,0.08263,-0.860699,0.81495,0.88091,0.7906,3.0,0.73115,0.77407,0.7085,3.0,0
798,116,8,0.346324335,1600,4,86784,1521.0,929.0,115.88,115.83,12,0.6417,0.626,797,0.626,0.621,0.328,0.6417,0.6875,0.6814,1240287510.0,77,22,675906.0,77.0,77.0,77.0,77.0,77.0,0.77,0,0,0,4,0,0,0.6705,0.6289,0.6999,4.0,0.04599,-0.891259,0.74375,0.69875,0.772675,4.0,0.693,0.6434,0.721175,4.0,0
799,116,8,0.97290824,1600,4,387,4572.0,931.0,119.38,116.81,12,0.7876,0.7607,1999394,0.7236,0.7177,0.5187,0.7807,0.7946,0.7946,1512594160.0,89,56,982204.0,89.0,89.0,109.7,98.5,89.0,0.978,0,0,0,3,0,0,0.71885,0.71593,0.716633,3.0,0.001827,15.425763,0.7673,0.79514,0.763433,3.0,0.74035,0.75463,0.730967,3.0,0
800,119,8,0.301937946,1600,4,7399,6043.0,793.0,122.88,119.7,12,0.6311,0.6311,4808614,0.626,0.621,0.3945,0.6638,0.7,0.6875,1150463160.0,77,64,747054.0,77.0,77.0,77.0,77.0,77.0,0.9506,0,0,0,3,0,0,0.6305,0.6189,0.6398,3.0,0.063943,0.690375,0.71,0.7,0.718333,3.0,0.64555,0.62799,0.648267,3.0,0
